temperature_c,relative_humidity_pct,surface_pressure_hpa,wind_speed_ms,wind_direction_deg,rainfall_mm_h,cape_j_kg,cin_j_kg,lifted_index_c,precipitable_water_mm,wind_shear_0_6km_kts,k_index,total_totals_index,timestamp_utc
39.4,38.0,1003.8,3.416667,183.0,0.0,791.0,-90.0,2.5,65.5,15.516667,40.555557,44.586113,2024-05-01T06:00:00Z
39.2,41.0,1003.525,3.7708335,175.5,0.0,788.0,-90.0,2.5,66.1,16.295834,40.68889,44.715973,2024-05-01T06:15:00Z
39.0,44.0,1003.25,4.125,168.0,0.0,785.0,-90.0,2.5,66.7,17.075,40.82222,44.845833,2024-05-01T06:30:00Z
38.8,47.0,1002.975,4.479167,160.5,0.0,782.0,-90.0,2.5,67.299995,17.854168,40.955555,44.975697,2024-05-01T06:45:00Z
38.6,50.0,1002.7,4.8333335,153.0,0.0,779.0,-90.0,2.5,67.899994,18.633335,41.088886,45.105556,2024-05-01T07:00:00Z
38.25,51.25,1002.425,5.3819447,150.75,0.0,773.75,-90.0,2.5,67.75,19.840279,41.055553,45.306713,2024-05-01T07:15:00Z
37.9,52.5,1002.15,5.9305553,148.5,0.0,768.5,-90.0,2.5,67.6,21.047222,41.02222,45.507874,2024-05-01T07:30:00Z
37.55,53.75,1001.875,6.4791665,146.25,0.0,763.25,-90.0,2.5,67.45,22.254168,40.988888,45.70903,2024-05-01T07:45:00Z
37.2,55.0,1001.6,7.0277777,144.0,0.0,758.0,-90.0,2.5,67.3,23.461111,40.955555,45.910187,2024-05-01T08:00:00Z
36.95,55.25,1001.39996,7.0833335,144.75,0.0,754.25,-90.0,2.5,67.0,23.583334,40.88889,45.930557,2024-05-01T08:15:00Z
36.7,55.5,1001.19995,7.1388893,145.5,0.0,750.5,-90.0,2.5,66.700005,23.705555,40.82222,45.950928,2024-05-01T08:30:00Z
36.45,55.75,1001.0,7.1944447,146.25,0.0,746.75,-90.0,2.5,66.40001,23.827778,40.755554,45.9713,2024-05-01T08:45:00Z
36.2,56.0,1000.8,7.2500005,147.0,0.0,743.0,-90.0,2.5,66.100006,23.95,40.68889,45.99167,2024-05-01T09:00:00Z
36.15,55.75,1000.625,7.1180563,147.75,0.0,742.25,-90.0,2.5,65.950005,23.659723,40.655556,45.94329,2024-05-01T09:15:00Z
36.1,55.5,1000.44995,6.9861116,148.5,0.0,741.5,-90.0,2.5,65.8,23.369446,40.622223,45.89491,2024-05-01T09:30:00Z
36.05,55.25,1000.27496,6.854167,149.25,0.0,740.75,-90.0,2.5,65.65,23.079168,40.58889,45.846527,2024-05-01T09:45:00Z
36.0,55.0,1000.1,6.722223,150.0,0.0,740.0,-90.0,2.5,65.5,22.78889,40.555557,45.79815,2024-05-01T10:00:00Z
35.75,56.25,1000.05,6.666667,149.75,0.0,736.25,-90.0,2.5,65.5,22.666668,40.555557,45.77778,2024-05-01T10:15:00Z
35.5,57.5,1000.0,6.6111116,149.5,0.0,732.5,-90.0,2.5,65.5,22.544445,40.555557,45.75741,2024-05-01T10:30:00Z
35.25,58.75,999.95,6.555556,149.25,0.0,728.75,-90.0,2.5,65.5,22.422222,40.555557,45.737038,2024-05-01T10:45:00Z
35.0,60.0,999.9,6.5,149.0,0.0,725.0,-90.0,2.5,65.5,22.3,40.555557,45.716667,2024-05-01T11:00:00Z
34.55,61.75,999.97504,6.361111,150.5,0.0,1007.92145,-80.9,1.2185079,65.35,21.994444,40.522224,45.66574,2024-05-01T11:15:00Z
34.1,63.5,1000.05005,6.2222223,152.0,0.0,1290.8429,-71.8,-0.06298423,65.2,21.688889,40.48889,45.614815,2024-05-01T11:30:00Z
33.65,65.25,1000.125,6.0833335,153.5,0.0,1573.7644,-62.699997,-1.3444763,65.05,21.383333,40.455555,45.56389,2024-05-01T11:45:00Z
33.2,67.0,1000.2,5.9444447,155.0,0.0,1856.6858,-53.6,-2.6259685,64.9,21.077778,40.422222,45.512962,2024-05-01T12:00:00Z
32.825,69.75,1000.35,5.8194447,149.75,0.0,1849.9143,-54.35,-2.610921,65.1625,20.802778,40.480556,45.46713,2024-05-01T12:15:00Z
32.45,72.5,1000.5,5.6944447,144.5,0.0,1843.143,-55.1,-2.5958734,65.425,20.527779,40.538887,45.421295,2024-05-01T12:30:00Z
32.075,75.25,1000.65,5.5694447,139.25,0.0,1836.3716,-55.85,-2.5808256,65.6875,20.252779,40.59722,45.37546,2024-05-01T12:45:00Z
31.7,78.0,1000.8,5.4444447,134.0,0.0,1829.6001,-56.6,-2.565778,65.95,19.97778,40.655556,45.329628,2024-05-01T13:00:00Z
31.525002,78.75,1001.125,5.3472223,138.75,0.0,1815.2001,-56.949997,-2.533778,65.9125,19.76389,40.647224,45.29398,2024-05-01T13:15:00Z
31.35,79.5,1001.44995,5.25,143.5,0.0,1800.8,-57.3,-2.501778,65.875,19.550001,40.63889,45.25833,2024-05-01T13:30:00Z
31.175,80.25,1001.77496,5.152778,148.25,0.0,1786.4,-57.65,-2.4697778,65.8375,19.336113,40.630554,45.222687,2024-05-01T13:45:00Z
31.0,81.0,1002.1,5.055556,153.0,0.0,1772.0,-58.0,-2.4377778,65.8,19.122223,40.622223,45.18704,2024-05-01T14:00:00Z
30.925,82.0,1002.32495,5.0347223,152.75,0.0,1773.0715,-58.15,-2.4401588,65.9875,19.07639,40.66389,45.179398,2024-05-01T14:15:00Z
30.85,83.0,1002.55,5.0138893,152.5,0.0,1774.143,-58.3,-2.4425397,66.175,19.030556,40.70556,45.17176,2024-05-01T14:30:00Z
30.775002,84.0,1002.775,4.993056,152.25,0.0,1775.2144,-58.449997,-2.4449208,66.3625,18.984722,40.747223,45.164124,2024-05-01T14:45:00Z
30.7,85.0,1003.0,4.9722223,152.0,0.0,1776.2859,-58.6,-2.4473019,66.55,18.938889,40.78889,45.156483,2024-05-01T15:00:00Z
30.625,85.75,1003.15,4.9652777,154.5,0.0,1773.5858,-58.75,-2.4413018,66.662506,18.92361,40.81389,45.15394,2024-05-01T15:15:00Z
30.55,86.5,1003.3,4.9583335,157.0,0.0,1770.8857,-58.9,-2.4353018,66.775,18.908333,40.83889,45.15139,2024-05-01T15:30:00Z
30.475,87.25,1003.44995,4.9513893,159.5,0.0,1768.1858,-59.05,-2.4293017,66.8875,18.893055,40.86389,45.14884,2024-05-01T15:45:00Z
30.4,88.0,1003.6,4.9444447,162.0,0.0,1765.4857,-59.2,-2.4233017,67.0,18.877777,40.88889,45.146297,2024-05-01T16:00:00Z
30.325,88.25,1003.64996,5.0208335,163.25,0.0,1756.7858,-59.35,-2.4039683,66.9625,19.045834,40.880554,45.174305,2024-05-01T16:15:00Z
30.25,88.5,1003.69995,5.0972223,164.5,0.0,1748.0857,-59.5,-2.384635,66.925,19.213888,40.872223,45.202316,2024-05-01T16:30:00Z
30.175,88.75,1003.75,5.173611,165.75,0.0,1739.3857,-59.65,-2.3653018,66.8875,19.381943,40.86389,45.230324,2024-05-01T16:45:00Z
30.1,89.0,1003.8,5.25,167.0,0.0,1730.6858,-59.8,-2.3459685,66.85,19.55,40.855556,45.25833,2024-05-01T17:00:00Z
30.075,88.25,1003.7,5.2708335,169.0,0.0,1719.1572,-59.85,-2.3203495,66.5875,19.595833,40.797222,45.26597,2024-05-01T17:15:00Z
30.05,87.5,1003.6,5.291667,171.0,0.0,1707.6287,-59.9,-2.2947302,66.325,19.641666,40.73889,45.27361,2024-05-01T17:30:00Z
30.025,86.75,1003.5,5.3125005,173.0,0.0,1696.1,-59.95,-2.2691112,66.0625,19.6875,40.680557,45.28125,2024-05-01T17:45:00Z
30.0,86.0,1003.4,5.333334,175.0,0.0,1684.5714,-60.0,-2.2434921,65.8,19.733334,40.622223,45.288887,2024-05-01T18:00:00Z
29.975,85.75,1003.30005,5.3750005,175.5,0.0,1678.3572,-60.05,-2.2296824,65.6875,19.825,40.59722,45.304165,2024-05-01T18:15:00Z
29.95,85.5,1003.2,5.416667,176.0,0.0,1672.1428,-60.1,-2.215873,65.575,19.916668,40.57222,45.319443,2024-05-01T18:30:00Z
29.925,85.25,1003.1,5.4583335,176.5,0.0,1665.9285,-60.15,-2.2020636,65.4625,20.008333,40.547222,45.33472,2024-05-01T18:45:00Z
29.9,85.0,1003.0,5.5,177.0,0.0,1659.7142,-60.2,-2.1882539,65.35,20.1,40.52222,45.35,2024-05-01T19:00:00Z
29.85,85.75,1002.95,5.5069447,179.0,0.0,1659.7571,-60.3,-2.1883492,65.5,20.115278,40.555553,45.352547,2024-05-01T19:15:00Z
29.8,86.5,1002.9,5.5138893,181.0,0.0,1659.8,-60.4,-2.1884446,65.649994,20.130556,40.58889,45.35509,2024-05-01T19:30:00Z
29.75,87.25,1002.85,5.5208335,183.0,0.0,1659.843,-60.5,-2.18854,65.799995,20.145834,40.622223,45.357635,2024-05-01T19:45:00Z
29.7,88.0,1002.8,5.527778,185.0,0.0,1659.8859,-60.6,-2.1886353,65.95,20.161112,40.655556,45.360184,2024-05-01T20:00:00Z
29.725,88.0,1002.775,5.4583335,187.25,0.0,1663.6572,-60.55,-2.1970162,65.987495,20.008333,40.663887,45.33472,2024-05-01T20:15:00Z
29.75,88.0,1002.75,5.3888893,189.5,0.0,1667.4287,-60.5,-2.2053971,66.024994,19.855556,40.672222,45.309258,2024-05-01T20:30:00Z
29.775,88.0,1002.725,5.3194447,191.75,0.0,1671.2001,-60.45,-2.2137778,66.0625,19.702778,40.680557,45.283794,2024-05-01T20:45:00Z
29.8,88.0,1002.7,5.25,194.0,0.0,1674.9714,-60.4,-2.2221587,66.1,19.55,40.68889,45.25833,2024-05-01T21:00:00Z
29.8,87.5,1002.725,5.2430553,194.75,0.0,1670.0,-60.4,-2.211111,65.95,19.534721,40.655556,45.255787,2024-05-01T21:15:00Z
29.8,87.0,1002.75,5.236111,195.5,0.0,1665.0286,-60.4,-2.2000632,65.8,19.519444,40.622223,45.253242,2024-05-01T21:30:00Z
29.8,86.5,1002.775,5.229167,196.25,0.0,1660.057,-60.4,-2.1890156,65.65,19.504168,40.58889,45.250694,2024-05-01T21:45:00Z
29.8,86.0,1002.8,5.2222223,197.0,0.0,1655.0856,-60.4,-2.177968,65.5,19.48889,40.555557,45.24815,2024-05-01T22:00:00Z
29.8,85.5,1002.975,5.236111,197.5,0.0,1650.1141,-60.4,-2.1669204,65.35,19.519445,40.522224,45.253242,2024-05-01T22:15:00Z
29.8,85.0,1003.15,5.25,198.0,0.0,1645.1428,-60.4,-2.1558728,65.2,19.550001,40.48889,45.258335,2024-05-01T22:30:00Z
29.8,84.5,1003.325,5.2638893,198.5,0.0,1640.1714,-60.4,-2.1448252,65.049995,19.580557,40.455555,45.263428,2024-05-01T22:45:00Z
29.8,84.0,1003.5,5.277778,199.0,0.0,1635.2,-60.4,-2.1337776,64.899994,19.611113,40.422222,45.26852,2024-05-01T23:00:00Z
29.775,83.25,1003.65,5.3333335,200.5,0.0,1624.2715,-60.45,-2.109492,64.6375,19.733334,40.363888,45.28889,2024-05-01T23:15:00Z
29.75,82.5,1003.8,5.3888893,202.0,0.0,1613.3429,-60.5,-2.0852065,64.375,19.855556,40.305557,45.309258,2024-05-01T23:30:00Z
29.725,81.75,1003.94995,5.4444447,203.5,0.0,1602.4143,-60.55,-2.0609207,64.1125,19.97778,40.247223,45.329628,2024-05-01T23:45:00Z
29.7,81.0,1004.1,5.5,205.0,0.0,1591.4858,-60.6,-2.0366352,63.850002,20.1,40.18889,45.35,2024-05-02T00:00:00Z
30.075,80.25,1004.07495,5.555556,203.5,0.0,1634.3,-59.85,-2.131778,64.1875,20.222223,40.26389,45.37037,2024-05-02T00:15:00Z
30.45,79.5,1004.05,5.6111116,202.0,0.0,1677.1144,-59.1,-2.2269208,64.525,20.344444,40.33889,45.39074,2024-05-02T00:30:00Z
30.825,78.75,1004.025,5.666667,200.5,0.0,1719.9287,-58.35,-2.3220637,64.862495,20.466667,40.413887,45.41111,2024-05-02T00:45:00Z
31.2,78.0,1004.0,5.722223,199.0,0.0,1762.7429,-57.6,-2.4172065,65.2,20.58889,40.488888,45.43148,2024-05-02T01:00:00Z
31.6,76.0,1004.125,5.8611116,197.75,0.0,1786.0571,-56.8,-2.469016,65.2,20.894445,40.488888,45.482407,2024-05-02T01:15:00Z
32.0,74.0,1004.25,6.0000005,196.5,0.0,1809.3713,-56.0,-2.5208254,65.2,21.2,40.488888,45.533333,2024-05-02T01:30:00Z
32.4,72.0,1004.375,6.1388893,195.25,0.0,1832.6857,-55.2,-2.5726347,65.2,21.505556,40.488888,45.58426,2024-05-02T01:45:00Z
32.8,70.0,1004.5,6.277778,194.0,0.0,1855.9999,-54.4,-2.6244442,65.2,21.811111,40.488888,45.635185,2024-05-02T02:00:00Z
33.275,67.75,1004.6,6.243056,195.25,0.0,1572.1249,-63.300003,-1.3433332,65.2375,21.734722,40.497223,45.62245,2024-05-02T02:15:00Z
33.75,65.5,1004.7,6.208334,196.5,0.0,1288.25,-72.2,-0.062222123,65.275,21.658335,40.505554,45.609722,2024-05-02T02:30:00Z
34.225,63.25,1004.80005,6.1736116,197.75,0.0,1004.37494,-81.1,1.218889,65.3125,21.581947,40.51389,45.596992,2024-05-02T02:45:00Z
34.7,61.0,1004.9,6.1388893,199.0,0.0,720.5,-90.0,2.5,65.350006,21.505558,40.522224,45.58426,2024-05-02T03:00:00Z
35.275,58.25,1004.9,6.118056,199.75,0.0,729.125,-90.0,2.5,65.387505,21.459724,40.530556,45.576622,2024-05-02T03:15:00Z
35.85,55.5,1004.9,6.0972223,200.5,0.0,737.75,-90.0,2.5,65.425,21.41389,40.53889,45.56898,2024-05-02T03:30:00Z
36.425,52.75,1004.9,6.0763893,201.25,0.0,746.375,-90.0,2.5,65.4625,21.368057,40.547226,45.56134,2024-05-02T03:45:00Z
37.0,50.0,1004.9,6.055556,202.0,0.0,755.0,-90.0,2.5,65.5,21.322224,40.555557,45.553703,2024-05-02T04:00:00Z
37.45,48.5,1004.825,5.8194447,203.0,0.0,761.75,-90.0,2.5,65.725,20.80278,40.605556,45.46713,2024-05-02T04:15:00Z
37.9,47.0,1004.75,5.5833335,204.0,0.0,768.5,-90.0,2.5,65.95,20.283335,40.655556,45.380554,2024-05-02T04:30:00Z
38.35,45.5,1004.675,5.3472223,205.0,0.0,775.25,-90.0,2.5,66.174995,19.76389,40.705555,45.293983,2024-05-02T04:45:00Z
38.8,44.0,1004.6,5.111111,206.0,0.0,782.0,-90.0,2.5,66.399994,19.244446,40.755554,45.20741,2024-05-02T05:00:00Z
39.1,42.75,1004.375,4.9652777,200.75,0.0,786.5,-90.0,2.5,66.47499,18.923613,40.77222,45.15394,2024-05-02T05:15:00Z
39.4,41.5,1004.15,4.8194447,195.5,0.0,791.0,-90.0,2.5,66.549995,18.60278,40.788887,45.100464,2024-05-02T05:30:00Z
39.7,40.25,1003.925,4.673611,190.25,0.0,795.5,-90.0,2.5,66.625,18.281944,40.805553,45.04699,2024-05-02T05:45:00Z
40.0,39.0,1003.7,4.5277777,185.0,0.0,800.0,-90.0,2.5,66.7,17.961111,40.82222,44.99352,2024-05-02T06:00:00Z
39.625,42.75,1003.5,4.951389,177.75,0.0,794.375,-90.0,2.5,67.2625,18.893055,40.94722,45.14884,2024-05-02T06:15:00Z
39.25,46.5,1003.30005,5.375,170.5,0.0,788.75,-90.0,2.5,67.825,19.825,41.07222,45.30417,2024-05-02T06:30:00Z
38.875,50.25,1003.10004,5.798611,163.25,0.0,783.125,-90.0,2.5,68.3875,20.756945,41.19722,45.45949,2024-05-02T06:45:00Z
38.5,54.0,1002.9,6.2222223,156.0,0.0,777.5,-90.0,2.5,68.95,21.688889,41.32222,45.614815,2024-05-02T07:00:00Z
38.2,54.5,1002.625,6.6597223,155.0,0.0,773.0,-90.0,2.5,68.649994,22.65139,41.255554,45.77523,2024-05-02T07:15:00Z
37.9,55.0,1002.35,7.0972223,154.0,0.0,768.5,-90.0,2.5,68.35,23.61389,41.18889,45.935646,2024-05-02T07:30:00Z
37.6,55.5,1002.075,7.534723,153.0,0.0,764.0,-90.0,2.5,68.05,24.57639,41.122223,46.096066,2024-05-02T07:45:00Z
37.3,56.0,1001.8,7.972223,152.0,0.0,759.5,-90.0,2.5,67.75,25.53889,41.055557,46.25648,2024-05-02T08:00:00Z
37.025,56.25,1001.625,8.090279,153.0,0.0,755.375,-90.0,2.5,67.4125,25.798613,40.980556,46.299767,2024-05-02T08:15:00Z
36.75,56.5,1001.44995,8.208334,154.0,0.0,751.25,-90.0,2.5,67.075,26.058334,40.905556,46.343056,2024-05-02T08:30:00Z
36.475,56.75,1001.27496,8.326389,155.0,0.0,747.125,-90.0,2.5,66.7375,26.318056,40.830555,46.386345,2024-05-02T08:45:00Z
36.2,57.0,1001.1,8.444445,156.0,0.0,743.0,-90.0,2.5,66.4,26.577778,40.755554,46.42963,2024-05-02T09:00:00Z
36.075,58.0,1000.94995,8.270834,156.5,0.0,741.125,-90.0,2.5,66.512505,26.195833,40.780556,46.365974,2024-05-02T09:15:00Z
35.95,59.0,1000.8,8.097222,157.0,0.0,739.25,-90.0,2.5,66.625,25.813889,40.805557,46.302315,2024-05-02T09:30:00Z
35.825,60.0,1000.65,7.9236116,157.5,0.0,737.375,-90.0,2.5,66.7375,25.431946,40.830555,46.238655,2024-05-02T09:45:00Z
35.7,61.0,1000.5,7.7500005,158.0,0.0,735.5,-90.0,2.5,66.850006,25.050001,40.855556,46.175,2024-05-02T10:00:00Z
35.5,61.5,1000.5,7.6736116,158.0,0.0,732.5,-90.0,2.5,66.700005,24.881947,40.822224,46.146988,2024-05-02T10:15:00Z
35.300003,62.0,1000.5,7.5972223,158.0,0.0,729.5,-90.0,2.5,66.55,24.71389,40.788887,46.11898,2024-05-02T10:30:00Z
35.100002,62.5,1000.5,7.5208335,158.0,0.0,726.5,-90.0,2.5,66.4,24.545834,40.755554,46.090973,2024-05-02T10:45:00Z
34.9,63.0,1000.5,7.4444447,158.0,0.0,723.5,-90.0,2.5,66.25,24.377779,40.72222,46.06296,2024-05-02T11:00:00Z
34.45,65.25,1000.625,7.3194447,159.0,0.0,1023.4249,-80.95,1.1815556,66.25,24.10278,40.72222,46.017128,2024-05-02T11:15:00Z
34.0,67.5,1000.75,7.1944447,160.0,0.0,1323.3499,-71.9,-0.13688874,66.25,23.827778,40.72222,45.9713,2024-05-02T11:30:00Z
33.55,69.75,1000.875,7.0694447,161.0,0.0,1623.2749,-62.850002,-1.4553331,66.25,23.552778,40.72222,45.925465,2024-05-02T11:45:00Z
33.1,72.0,1001.0,6.9444447,162.0,0.0,1923.1998,-53.800003,-2.7737775,66.25,23.277779,40.72222,45.87963,2024-05-02T12:00:00Z
32.75,74.5,1001.5,6.5625,163.5,0.0,1912.9999,-54.5,-2.751111,66.475,22.4375,40.77222,45.739586,2024-05-02T12:15:00Z
32.4,77.0,1002.0,6.180556,165.0,0.0,1902.7999,-55.2,-2.7284443,66.7,21.597223,40.82222,45.599537,2024-05-02T12:30:00Z
32.05,79.5,1002.5,5.7986116,166.5,0.0,1892.6,-55.9,-2.7057776,66.925,20.756947,40.872223,45.459488,2024-05-02T12:45:00Z
31.7,82.0,1003.0,5.416667,168.0,0.0,1882.4,-56.6,-2.6831112,67.15,19.916668,40.922222,45.319443,2024-05-02T13:00:00Z
31.6,81.75,1003.275,4.8888893,170.25,0.0,1865.2142,-56.8,-2.6449206,66.925,18.755556,40.872223,45.125923,2024-05-02T13:15:00Z
31.5,81.5,1003.55,4.361111,172.5,0.0,1848.0286,-57.0,-2.60673,66.7,17.594444,40.82222,44.932407,2024-05-02T13:30:00Z
31.4,81.25,1003.82495,3.8333335,174.75,0.0,1830.8428,-57.2,-2.5685394,66.475,16.433334,40.77222,44.73889,2024-05-02T13:45:00Z
31.3,81.0,1004.1,3.3055556,177.0,0.0,1813.657,-57.4,-2.5303488,66.25,15.2722225,40.72222,44.545372,2024-05-02T14:00:00Z
31.3,78.75,1004.225,3.3541667,176.5,0.0,1785.4999,-57.4,-2.4677775,65.575,15.379168,40.57222,44.563194,2024-05-02T14:15:00Z
31.3,76.5,1004.35,3.402778,176.0,0.0,1757.3428,-57.4,-2.4052062,64.9,15.486112,40.422222,44.58102,2024-05-02T14:30:00Z
31.3,74.25,1004.475,3.451389,175.5,0.0,1729.1857,-57.4,-2.3426347,64.225,15.593056,40.272224,44.598846,2024-05-02T14:45:00Z
31.3,72.0,1004.6,3.5000002,175.0,0.0,1701.0286,-57.4,-2.2800634,63.55,15.700001,40.122223,44.61667,2024-05-02T15:00:00Z
31.25,71.0,1004.69995,3.6250002,173.0,0.0,1682.6858,-57.5,-2.2393017,63.175,15.975,40.03889,44.662502,2024-05-02T15:15:00Z
31.2,70.0,1004.8,3.75,171.0,0.0,1664.3429,-57.6,-2.1985397,62.800003,16.25,39.95556,44.708336,2024-05-02T15:30:00Z
31.15,69.0,1004.9,3.875,169.0,0.0,1646.0,-57.7,-2.1577778,62.425003,16.525,39.872223,44.754166,2024-05-02T15:45:00Z
31.1,68.0,1005.0,4.0,167.0,0.0,1627.6572,-57.8,-2.117016,62.050003,16.8,39.78889,44.8,2024-05-02T16:00:00Z
31.025,67.25,1005.0,4.1319447,169.0,0.0,1386.2429,-65.85,-0.96276206,61.7125,17.090277,39.71389,44.84838,2024-05-02T16:15:00Z
30.95,66.5,1005.0,4.263889,171.0,0.0,1144.8286,-73.9,0.19149196,61.375,17.380554,39.63889,44.89676,2024-05-02T16:30:00Z
30.875,65.75,1005.0,4.395833,173.0,0.0,903.4143,-81.95,1.345746,61.0375,17.670834,39.56389,44.945137,2024-05-02T16:45:00Z
30.8,65.0,1005.0,4.5277777,175.0,0.0,662.0,-90.0,2.5,60.699997,17.961111,39.488888,44.99352,2024-05-02T17:00:00Z
30.724998,64.0,1004.825,4.6180553,176.0,0.0,660.875,-90.0,2.5,60.2875,18.159723,39.39722,45.02662,2024-05-02T17:15:00Z
30.65,63.0,1004.65,4.7083335,177.0,0.0,659.75,-90.0,2.5,59.875,18.358334,39.305557,45.059723,2024-05-02T17:30:00Z
30.575,62.0,1004.475,4.7986116,178.0,0.0,658.625,-90.0,2.5,59.4625,18.556946,39.21389,45.092827,2024-05-02T17:45:00Z
30.5,61.0,1004.3,4.8888893,179.0,0.0,657.5,-90.0,2.5,59.050003,18.755558,39.122223,45.125927,2024-05-02T18:00:00Z
30.425,59.75,1004.175,4.7569447,181.5,0.0,656.375,-90.0,2.5,58.562504,18.465279,39.01389,45.077545,2024-05-02T18:15:00Z
30.35,58.5,1004.05,4.625,184.0,0.0,655.25,-90.0,2.5,58.075005,18.175001,38.905556,45.029167,2024-05-02T18:30:00Z
30.275002,57.25,1003.925,4.493056,186.5,0.0,654.125,-90.0,2.5,57.5875,17.884724,38.797222,44.98079,2024-05-02T18:45:00Z
30.2,56.0,1003.8,4.361111,189.0,0.0,653.0,-90.0,2.5,57.100002,17.594444,38.68889,44.932407,2024-05-02T19:00:00Z
30.050001,56.0,1003.675,4.1875,193.25,0.0,650.75,-90.0,2.5,56.875,17.2125,38.63889,44.86875,2024-05-02T19:15:00Z
29.900002,56.0,1003.55,4.013889,197.5,0.0,648.5,-90.0,2.5,56.65,16.830555,38.58889,44.80509,2024-05-02T19:30:00Z
29.75,56.0,1003.425,3.840278,201.75,0.0,646.25,-90.0,2.5,56.425,16.44861,38.538887,44.741432,2024-05-02T19:45:00Z
29.6,56.0,1003.3,3.6666667,206.0,0.0,644.0,-90.0,2.5,56.199997,16.066666,38.488888,44.677776,2024-05-02T20:00:00Z
29.45,58.0,1003.175,3.777778,206.0,0.0,641.75,-90.0,2.5,56.574997,16.311111,38.57222,44.718517,2024-05-02T20:15:00Z
29.3,60.0,1003.05,3.8888888,206.0,0.0,639.5,-90.0,2.5,56.949997,16.555555,38.655556,44.75926,2024-05-02T20:30:00Z
